iter	Logloss
145	0.0422679679
146	0.04210483355
147	0.04157355658
148	0.04141323182
149	0.04126942343
150	0.04107563189
151	0.04062644664
152	0.04027798608
153	0.03990395358
154	0.03919065966
155	0.03917558258
156	0.03916368118
157	0.03875529124
158	0.03874445835
159	0.03868652693
160	0.03842069088
161	0.03834980287
162	0.0378774328
163	0.03782860196
164	0.03781830679
165	0.03737431608
166	0.03661372111
167	0.03647523208
168	0.03635271913
169	0.03633314634
170	0.03576526026
171	0.03537082189
172	0.0353059583
173	0.03506105368
174	0.03483878527
175	0.03449092234
176	0.03434422442
177	0.03430106902
178	0.03392098839
179	0.03375853862
180	0.03372465737
181	0.03371513142
182	0.03358817726
183	0.0334705032
184	0.03341105582
185	0.03329621225
186	0.03289901328
187	0.0328704317
188	0.03286045509
189	0.03254391868
190	0.03236306377
191	0.03215766752
192	0.03181488736
193	0.03163342698
194	0.03151163838
195	0.03143462218
196	0.03142792635
197	0.03137336581
198	0.03085250871
199	0.03084469196
200	0.03083694569
201	0.03051678758
202	0.03051009418
203	0.0304287076
204	0.03039714716
205	0.0300237866
206	0.02996966453
207	0.02972833429
208	0.02972102855
209	0.0294567871
210	0.02941743298
211	0.02919226274
212	0.02893657465
213	0.02889383521
214	0.02888688547
215	0.0287206319
216	0.0287072899
217	0.02847550294
218	0.02839709527
219	0.02835204835
220	0.0281884805
221	0.02814875776
222	0.02793699415
223	0.02787837925
224	0.02786075313
225	0.02761672428
226	0.02742509801
227	0.02704870906
228	0.02693452919
229	0.02691113575
230	0.02691051594
231	0.0269058686
232	0.02690037494
233	0.02683287335
234	0.02662230483
235	0.02653376337
236	0.02640997811
237	0.02635739167
238	0.02634984193
239	0.02618867127
240	0.02599993253
241	0.02564291206
242	0.02563800265
243	0.02563205596
244	0.02557454124
245	0.02555000526
246	0.02544416409
247	0.02521751005
248	0.0251578637
249	0.02510729817
250	0.0250645662
251	0.02505864943
252	0.02504294264
253	0.02486274969
254	0.02476496914
255	0.0246899989
256	0.02458454437
257	0.02432974758
258	0.02423307467
259	0.02419831749
260	0.02395270376
261	0.02372699505
262	0.02369723657
263	0.02357381998
264	0.02356844585
265	0.02349585541
266	0.02338375708
267	0.02322735322
268	0.02305870048
269	0.02299478545
270	0.02287046729
271	0.02275763689
272	0.02273833071
273	0.02238761693
274	0.02234876567
275	0.02215325144
276	0.0220634491
277	0.02182653167
278	0.02167969172
279	0.02153014765
280	0.0215039819
281	0.02135709624
282	0.02124063431
283	0.0211385547
284	0.02094727934
285	0.02090880141
286	0.0207534109
287	0.0207178127
288	0.02071342176
289	0.02054416144
290	0.02038594049
291	0.0202227636
292	0.02019624865
293	0.02015863816
294	0.02002306286
295	0.01972688926
296	0.01961541396
297	0.01957440349
298	0.01952591598
299	0.01952080067
300	0.01951727348
301	0.01951287506
302	0.01950362271
303	0.0192181413
304	0.01913454919
305	0.01901102632
306	0.01890834318
307	0.01880836957
308	0.01874147262
309	0.0187361906
310	0.0187064669
311	0.01870649553
312	0.01870209462
313	0.01869856997
314	0.01867982879
315	0.01851881379
316	0.0184904044
317	0.01848749832
318	0.0184875257
319	0.01848356414
320	0.01831405976
321	0.01818086219
322	0.01786397285
323	0.01786071573
324	0.01785709395
325	0.0178533128
326	0.01781763014
327	0.01779003991
328	0.01778567634
329	0.01775662425
330	0.01773703247
331	0.01772603638
332	0.01758612452
333	0.01737047528
334	0.01731513179
335	0.01726317228
336	0.01726045781
337	0.01722414614
338	0.01720350635
339	0.01715881873
340	0.01712260425
341	0.01706242413
342	0.01706238928
343	0.01705964743
344	0.01685503458
345	0.01666865028
346	0.01665801394
347	0.01660880806
348	0.01660562437
349	0.01654312557
350	0.0165208344
351	0.01644093391
352	0.01641526032
353	0.0163870926
354	0.01633868455
355	0.01630281779
356	0.01618728319
357	0.01617020615
358	0.01608337034
359	0.01602999213
360	0.01594932211
361	0.01594712912
362	0.01594513159
363	0.0158496832
364	0.01582515215
365	0.01578929367
366	0.01578927375
367	0.015786451
368	0.01572207077
369	0.01562473416
370	0.01554465793
371	0.01537860104
372	0.01531708271
373	0.0153151623
374	0.01531227115
375	0.01531010305
376	0.01521374129
377	0.0151101087
378	0.01510939679
379	0.01509212359
380	0.01509132206
381	0.01503805586
382	0.01503753562
383	0.01503753064
384	0.01501941798
385	0.01497712276
386	0.01497538405
387	0.01497376239
388	0.01497227634
389	0.0149563616
390	0.01491584405
391	0.01486737145
392	0.0148547886
393	0.01483306947
394	0.01477749308
395	0.01475631346
396	0.01474988391
397	0.01473768408
398	0.01467179445
399	0.0146441238
400	0.01452929111
401	0.01438554863
402	0.014383561
403	0.01436210195
404	0.01428613897
405	0.01418311973
406	0.01414872008
407	0.01414683576
408	0.01411183887
409	0.01410978154
410	0.01410977159
411	0.01410927624
412	0.01409250786
413	0.01408217271
414	0.01399719996
415	0.0138326032
416	0.01367919716
417	0.01363973081
418	0.01363973828
419	0.01363852852
420	0.01360990533
421	0.01360739373
422	0.01352965372
423	0.01349419807
424	0.01349144751
425	0.01339937625
426	0.013388501
427	0.01338814759
428	0.01336670618
429	0.01331245348
430	0.0132854407
431	0.01326999079
432	0.01324594226
433	0.01322676547
434	0.01322678788
435	0.01322670947
436	0.01312323742
437	0.01294885289
438	0.01294230749
439	0.01291842108
440	0.01282290026
441	0.01282288159
442	0.01280585304
443	0.01280470925
444	0.0128040882
445	0.01280389096
446	0.01280384989
447	0.01280332152
448	0.01280087459
449	0.01280054477
450	0.01279997479
451	0.01261411379
452	0.01259768519
453	0.01259768021
454	0.01259766029
455	0.01259765781
456	0.01259290592
457	0.01259250641
458	0.01259197989
459	0.01258959275
460	0.01258793997
461	0.01258409411
462	0.01258369335
463	0.0125832428
464	0.01258324405
465	0.01254379165
466	0.01254376676
467	0.01252891534
468	0.01250102506
469	0.0124555823
470	0.01245438375
471	0.01245335322
472	0.01245303833
473	0.01244011945
474	0.01239722627
475	0.01232612404
476	0.01224525067
477	0.01209658077
478	0.01206518262
479	0.01203907395
480	0.01198761916
481	0.01188296888
482	0.01176473019
483	0.01175076081
484	0.01170086547
485	0.01166785421
486	0.01160989332
487	0.01156451457
488	0.01155012337
489	0.01155010471
490	0.01150798237
491	0.0114167048
492	0.01140064947
493	0.01129606992
494	0.01127060422
495	0.01121545164
496	0.01121202651
497	0.01116173857
498	0.01111583829
499	0.01111199248
